minimum_time,maximum_time,mean_time,median_time,variance_time,kurtosis_time,skewness_time,coeff_of_var_time,iqr_time,trimmed_mean_time,entropy_time,proportion_of_zeros,minimum_freq,maximum_freq,mean_freq,median_freq,variance_freq,kurtosis_freq,skewness_freq,coeff_of_var_freq,iqr_freq,trimmed_mean_freq,entropy_freq,spectral_flatness
0.0,1775.4,242.8481,208.84167,50373.23,13.218733,2.8767645359039307,0.9220161,214.22500228881836,212.5597,7.224489317961448,0.05188679245283019,665612.06,23917388.0,5886215.5,3365307.0,33196889000000.0,1.4515681,1.4664479494094849,0.97884184,5434248.625,4888603.0,4.3613596109871295,0.62454605
0.0,1184.5333,449.8019,439.3,59136.844,0.1152246,0.34906452894210815,0.53925145,311.1000061035156,444.38235,7.367002975720515,0.010256410256410256,1120158.1,19646100.0,5447686.0,3340489.5,21084779000000.0,2.7757726,1.8978914022445679,0.842893,3292055.0,4496934.0,4.558052743923669,0.7768666
0.0,950.25,170.21706,114.475,35912.91,1.6756353,1.3102684020996094,1.1106461,283.4750065803528,140.76111,6.826567121053395,0.014423076923076924,405511.34,17574932.0,3756110.2,2441383.0,17715356000000.0,4.49234,2.2442562580108643,1.1205639,2707451.3125,2829578.5,4.299009674587676,0.6334925
0.0,1059.3167,215.20346,192.11667,35928.31,0.88482356,0.8402654528617859,0.87863255,318.91665267944336,197.26804,7.0599013894398475,0.07317073170731707,298740.94,14274451.0,3550851.2,2381918.8,12121006000000.0,2.89681,1.7869243621826172,0.9804757,4219141.65625,2910964.8,4.388893194909292,0.6523564
0.0,906.48334,311.06607,313.39166,49329.94,-0.6947267,0.21218577027320862,0.71248,349.4124984741211,301.3581,7.409691592813591,0.05982905982905983,574903.4,15953612.0,4579280.0,2919543.2,16333016000000.0,1.5301418,1.6074919700622559,0.88254327,2865741.375,3847829.8,4.494070175441708,0.71987593
0.0,719.4167,84.9047,52.833332,10668.361,9.462469,2.639744281768799,1.2134225,98.58333587646484,65.495605,6.813180952462027,0.01015228426395939,272943.0,4212734.5,791384.5,529224.2,753753400000.0,8.856643,3.144040822982788,1.0970517,270839.78125,574072.6,4.436880987447465,0.7603578
0.0,1099.25,144.76822,133.06667,22055.275,8.772083,2.1423370838165283,1.0232673,189.48332977294922,123.43645,6.946246764491713,0.04020100502512563,388135.7,5440419.5,2120872.8,1752321.6,1794361500000.0,-0.2951541,0.8444482684135437,0.6315974,1630678.9375,1989646.9,4.678333339272488,0.8075088
0.0,1501.8,240.73944,148.15,76106.03,0.81073046,1.0870062112808228,1.1444284,439.45833129808307,200.25246,7.554707434721428,0.24010554089709762,732267.75,12296708.0,4376795.0,4498638.5,10283624000000.0,0.10643363,0.9423619508743286,0.7326843,3708871.0625,3935102.8,4.583564321147032,0.74207616
0.0,1046.0167,115.92476,111.666664,9845.141,37.820747,4.370306968688965,0.8537257,86.25000190734863,107.695175,7.179650256845615,0.020512820512820513,74992.516,3033918.5,598645.8,449176.8,425301970000.0,8.134978,2.9739487171173096,1.0893784,259349.28125,454910.88,4.407112380721094,0.7114892
0.0,389.28333,72.1413,56.9,4780.8726,3.5048804,1.595624566078186,0.95595115,89.32500219345093,62.139038,6.971538241768926,0.03125,19446.848,2218231.0,428338.06,328152.62,217194500000.0,7.201783,2.722062349319458,1.0880222,333793.3515625,331280.4,4.368502172478644,0.65881604
0.0,828.76666,242.02989,201.975,32337.666,0.47253084,0.9504203200340271,0.74103624,220.14166259765625,222.7227,7.166974145586663,0.03684210526315789,640902.25,15813490.0,3301904.5,1978650.6,13305760000000.0,4.5143886,2.3495559692382812,1.104728,1858708.0625,2354735.8,4.349766769157569,0.68596923
4.8333335,2095.9834,220.62575,128.71667,80890.53,6.50196,2.0760395526885986,1.2872856,346.79166412353516,166.33205,7.429298101671794,0.0,1126814.1,40127990.0,7844934.0,4253138.0,84368995000000.0,5.099017,2.3617167472839355,1.1708524,5315858.875,5783342.5,4.2623982648950935,0.629308
0.0,484.6,81.43196,60.016666,6999.0933,2.325758,1.3613576889038086,1.0251703,123.75833666324615,68.9287,7.104557107531467,0.20085470085470086,188931.83,1261235.2,736237.5,729438.56,72747170000.0,-0.62515163,-0.06350014358758926,0.3663449,408843.0,738604.4,4.849874789165317,0.9183021
0.0,875.63336,126.12357,86.95,17100.986,5.102475,1.7988755702972412,1.0340996,147.11666107177734,106.08948,6.876257029431825,0.005291005291005291,160118.56,3410137.0,1545513.8,1390237.1,561416440000.0,-0.120296955,0.5212123394012451,0.48480788,1000785.15625,1504436.1,4.779499665661604,0.8623069
0.0,652.11664,240.37279,231.95,17032.36,0.03182745,0.5029147863388062,0.5415745,168.6583251953125,233.67857,7.410107662879547,0.010050251256281407,265675.28,4932878.5,1933837.5,1253478.2,1875043200000.0,-0.91844726,0.647444486618042,0.7080854,2094620.375,1808801.2,4.597895286369273,0.75205773
0.0,1136.85,280.16156,258.0,67239.92,-0.41018033,0.6318339109420776,0.9239243,443.23332118988037,252.78203,7.4276140697559345,0.12014134275618374,1011540.4,41827120.0,6459021.5,3837525.5,66746753000000.0,9.994287,3.171004056930542,1.2648771,4008307.625,4531404.0,4.259733985104755,0.6605483
4.9,1401.0333,379.43558,342.4167,82914.69,0.29415178,0.6956875920295715,0.75694954,454.16665840148926,354.82788,7.158908961675854,0.0,2038043.4,68649620.0,8964998.0,5421753.0,193714130000000.0,10.867549,3.4593663215637207,1.5524958,4509374.625,5488804.0,4.063005590907038,0.62723476
0.0,1613.0167,370.63687,267.85834,125604.1,0.38088107,1.0520931482315063,0.9537676,493.02082443237305,321.5648,6.9473372358404175,0.04591836734693878,1374727.2,62905388.0,10236917.0,4858033.0,181841580000000.0,5.8928785,2.503188133239746,1.3172779,6635372.125,7039181.0,4.125686996583297,0.5789713
0.0,1210.5333,248.57619,197.51666,44044.28,3.0474925,1.4707508087158203,0.8420988,241.19999885559082,222.67734,7.112703496124082,0.005154639175257732,549393.1,26057794.0,4699056.5,2490871.8,33802842000000.0,6.1882553,2.63044810295105,1.2372742,1755064.3125,3263362.0,4.246487863899326,0.6523363
0.0,943.8333,295.0449,284.68332,35478.63,0.20025826,0.5295383334159851,0.63674754,278.18333435058594,285.7689,7.265631178786217,0.015544041450777202,1307074.5,7518948.5,3949664.5,3831234.8,3236915300000.0,-0.9723029,0.3348905146121979,0.45551792,2726565.125,3864911.0,4.801803975560994,0.89034456
0.0,1576.4667,371.0921,236.63333,166729.69,-0.24427605,0.9928990602493286,1.0976475,559.9833545684814,313.41846,6.800767440859057,0.01951219512195122,248044.75,138089140.0,19282876.0,5076795.0,1081718400000000.0,3.8569384,2.1709401607513428,1.7056319,9725392.3125,11865435.0,3.533827966382725,0.3072686
0.35,1437.4833,255.47827,178.35,79869.875,1.955349,1.4625728130340576,1.1031157,346.4416608810425,208.1459,6.668930898683229,0.0,1523594.0,47688308.0,9667557.0,4780982.0,152381560000000.0,2.7449212,2.0257129669189453,1.2768782,4309402.5,6604612.0,4.135774623435169,0.591114
0.0,715.6667,248.73009,212.375,32176.488,-0.049952507,0.8189688920974731,0.71923435,211.76666641235352,231.10701,7.160489211852781,0.005376344086021506,834542.75,7702890.5,3693123.5,3706787.0,3615769200000.0,-0.8682766,0.36748260259628296,0.5148806,3276474.8125,3588941.5,4.757406815170738,0.8551085
0.0,1775.2,140.51201,3.0,52281.504,7.45776,2.2736973762512207,1.6255267,243.4000015258789,92.903725,7.294657863817135,0.3218884120171674,564119.6,8560631.0,3500041.2,3632362.8,3037954000000.0,0.37344027,0.5937086939811707,0.49798635,2387322.375,3411843.2,4.771729545785371,0.8618676
0.0,1136.65,415.07303,416.65833,85357.586,-0.8955617,0.18528585135936737,0.7020788,484.4749946594238,402.86087,7.180377843140247,0.025510204081632654,769569.9,37985944.0,9400603.0,5589717.0,98490026000000.0,1.6792288,1.7060801982879639,1.0556997,5756493.5,7240204.0,4.331305881465527,0.65009934
0.0,1307.2333,222.45659,206.29166,39462.133,3.8181653,1.3632875680923462,0.8910089,291.5666570663452,199.33653,7.210506237039104,0.12831858407079647,1084606.1,9949827.0,4178567.0,3484881.8,5350182000000.0,-0.27676463,0.8617253303527832,0.55355006,2341545.25,3970457.0,4.744909095937731,0.8580201
0.0,715.8,139.75037,71.7,26594.06,0.5780244,1.0979703664779663,1.1650558,251.06250381469727,114.19041,7.274848195661438,0.10509554140127389,375153.25,7503529.5,1957652.1,1371350.6,3238412700000.0,2.7281494,1.839633822441101,0.9192435,1215792.8125,1590141.8,4.475299445776287,0.72277755
0.0,704.4,252.87985,251.14166,28189.65,-0.66334295,0.334896445274353,0.66232926,260.6375026702881,245.33104,7.322260370527101,0.019417475728155338,371048.06,10486379.0,2823679.2,2231189.5,4689184000000.0,3.8961034,2.0263442993164062,0.7668904,1603131.375,2396653.0,4.618910934451685,0.7978868
3.0,2044.9667,490.50015,477.78333,147126.98,0.6312208,0.7649070620536804,0.7801001,588.5749893188477,455.54156,7.203971666157467,0.0,972022.8,55366260.0,14725827.0,10878054.0,153378940000000.0,2.4565635,1.7554103136062622,0.8410139,9440622.25,12337041.0,4.540782348602105,0.74369335
0.0,1218.2,394.8297,400.28333,64232.457,-0.104221344,0.334921658039093,0.6403477,344.5666809082031,385.39127,7.3431481043112425,0.024154589371980676,901547.4,14837854.0,5920975.5,5619181.5,8467248000000.0,1.1218314,0.8602499961853027,0.4914483,3063751.125,5673328.0,4.7819233149573845,0.8717511
0.0,1251.0167,285.70166,283.51666,40113.766,2.0462942,0.7668629884719849,0.69945216,258.71665954589844,274.55875,7.388020646601492,0.004484304932735426,149112.52,15707860.0,3414901.2,1919161.1,14213600000000.0,3.8324122,2.1338613033294678,1.1040123,2026927.9375,2578513.2,4.31307301291395,0.63798165
0.0,1052.85,261.01663,239.68333,54811.25,-0.25437284,0.6335428357124329,0.8952334,425.0166702270508,237.44203,7.342028560649001,0.2595419847328244,509302.56,15897048.0,3722625.5,2745310.2,8872014000000.0,6.426032,2.281716823577881,0.8001323,2484081.3125,3279418.5,4.59247242678157,0.7805635
0.0,1439.75,344.03598,356.78333,70833.086,1.1014099,0.6576778292655945,0.7718673,403.68749809265137,325.56955,7.28359132331998,0.16071428571428573,1150327.5,20098440.0,6386508.0,5698383.5,24290884000000.0,1.0130548,1.3315880298614502,0.77171725,4819194.875,5563077.0,4.575160448371647,0.754914
