minimum_time,maximum_time,mean_time,median_time,variance_time,kurtosis_time,skewness_time,coeff_of_var_time,iqr_time,trimmed_mean_time,entropy_time,proportion_of_zeros,minimum_freq,maximum_freq,mean_freq,median_freq,variance_freq,kurtosis_freq,skewness_freq,coeff_of_var_freq,iqr_freq,trimmed_mean_freq,entropy_freq,spectral_flatness
0.0,1039.55,257.82153,200.65,46960.7,1.2247643,1.3015398979187012,0.83842665,189.3499984741211,225.856,7.170323331156694,0.01990049751243781,499596.5,17402216.0,4580673.0,3278806.5,13575244000000.0,3.1858287,1.9320837259292603,0.804349,2279303.375,3875168.2,4.588641775015481,0.7843769
0.0,764.88336,152.58829,144.04166,12998.727,3.4551392,1.2293528318405151,0.74551713,136.4874973297119,142.63385,7.381717924800088,0.08035714285714286,141724.97,3953305.8,1107521.8,937533.75,802471150000.0,3.4650006,2.042628526687622,0.8088397,594971.3125,907921.4,4.589331175423798,0.78517157
0.0,512.8,110.70462,110.85,7849.8296,2.0338788,1.0266367197036743,0.7983079,119.18333339691162,101.84101,7.133102242986171,0.04020100502512563,162183.95,2616653.5,809900.7,549369.6,334418840000.0,1.2757697,1.3528133630752563,0.71402526,809782.0625,725457.1,4.633688816598107,0.7992653
0.0,300.21667,89.955284,81.083336,3733.7217,0.4415722,0.7747703790664673,0.677564,75.53333282470703,85.221634,7.282059728632119,0.02512562814070352,73927.43,863016.9,367474.62,321357.78,47896785000.0,-0.37925744,0.8358484506607056,0.59556043,284371.9296875,344708.97,4.7107698382400605,0.83381027
0.0,1256.5,437.69495,437.66666,47829.152,0.76518273,0.11032029241323471,0.49840325,260.6833038330078,442.48254,7.41363613435634,0.010050251256281407,591115.5,25158780.0,4332605.5,2793077.8,23660109000000.0,8.91335,2.8997981548309326,1.1226884,2929911.625,3259441.0,4.352047802993122,0.6789901
0.0,673.85,210.60168,195.55,18046.82,0.026348114,0.4454778730869293,0.6362745,175.67499542236328,204.96086,7.299694001042323,0.01507537688442211,288023.44,5374950.0,1799804.0,1203882.9,1905726600000.0,1.00741,1.44295334815979,0.7670172,1100897.90625,1566102.8,4.59355980137411,0.775332
0.0,648.2,191.96326,207.58333,21243.268,-0.7300434,0.18035006523132324,0.7573534,282.84039211273193,185.80592,7.107517430033938,0.03015075376884422,376984.2,13193991.0,2350826.2,1343953.2,8326233500000.0,6.419442,2.603593587875366,1.2274498,1656238.3125,1704724.5,4.227511933438512,0.6198885
0.0,648.13336,191.02744,181.58333,18141.295,-0.38751912,0.42812269926071167,0.7033912,194.29999542236328,184.30621,7.289851327858089,0.06220095693779904,402323.44,4471915.5,1728954.5,1579768.1,1080156160000.0,0.3280518,1.0000474452972412,0.60111797,1240180.5,1598410.4,4.710892336843508,0.8368278
0.0,1538.25,401.47864,407.38333,67465.05,2.2037463,0.7961812615394592,0.64533174,337.96665954589844,392.065,7.291830124119833,0.03015075376884422,1474614.5,23975968.0,7190141.0,5585201.0,31942192000000.0,2.3518548,1.7005345821380615,0.78604054,5025010.75,6123231.5,4.58827157685472,0.77948827
0.0,665.55,154.13269,142.73334,21629.953,-0.52872133,0.5803971290588379,0.95236325,258.2749933861196,139.15302,7.249104542979364,0.2366412213740458,121544.65,7253989.0,1797366.1,1175346.8,3144976400000.0,2.5053854,1.8635594844818115,0.9866705,928680.09375,1412661.2,4.409907038338301,0.67776567
