minimum_time,maximum_time,mean_time,median_time,variance_time,kurtosis_time,skewness_time,coeff_of_var_time,iqr_time,trimmed_mean_time,entropy_time,proportion_of_zeros,minimum_freq,maximum_freq,mean_freq,median_freq,variance_freq,kurtosis_freq,skewness_freq,coeff_of_var_freq,iqr_freq,trimmed_mean_freq,entropy_freq,spectral_flatness
0.0,336.93332,49.396667,17.333334,4467.797,4.833842,2.1104235649108887,1.349053,70.31667041778564,36.16453,6.335651321330433,0.08484848484848485,82265.77,1549862.8,538884.44,479230.97,92815560000.0,2.443965,1.5113224983215332,0.5653466,309022.703125,495182.4,4.7497601092116755,0.86333245
0.0,282.06668,28.699821,14.016666,2066.0056,11.073781,3.1193230152130127,1.5795094,31.908333778381348,18.530573,6.368654443166093,0.1443850267379679,47624.402,553316.44,215722.42,169536.58,17982330000.0,-0.3224039,0.8449331521987915,0.62162393,203938.625,201443.44,4.6900660112054045,0.8220608
0.0,313.91666,47.598434,11.216666,4396.2944,2.4838066,1.6536540985107422,1.3887712,84.66666460037231,34.985653,6.154167447272669,0.10909090909090909,30201.408,3137670.8,440079.62,211939.38,541561300000.0,8.141321,3.0182945728302,1.6722167,388805.9453125,252917.92,3.796735560552752,0.44757977
0.0,148.73334,16.787878,8.783334,631.2082,10.360519,3.0532045364379883,1.4920057,9.683333396911621,10.970176,6.367341085773069,0.05454545454545454,8026.891,278201.06,66967.95,42641.22,4888591400.0,2.9086576,1.9954363107681274,1.0440586,34081.90625,50728.574,4.373610012891172,0.6808253
0.0,470.9,39.40919,15.45,7100.817,12.90524,3.6483285427093506,2.1317515,21.93333387374878,17.908648,5.798788022865461,0.09696969696969697,87146.93,2182016.0,797193.5,604213.4,316083930000.0,0.4513862,1.1147758960723877,0.70524085,711734.078125,714070.75,4.624100187930678,0.7757246
0.0,371.18332,73.46833,22.05,8710.739,0.7446537,1.3302569389343262,1.2665061,124.14999914169312,57.704445,6.326820978777973,0.05454545454545454,106274.59,4753740.0,1021082.75,787417.4,1006540950000.0,4.391959,1.9746335744857788,0.98255026,1114367.2421875,824936.3,4.37667895236697,0.6184435
0.0,399.26666,39.936363,4.1833334,5897.053,6.27055,2.5239341259002686,1.9170301,40.266666412353516,20.45376,5.615038441142179,0.10909090909090909,104224.31,2032833.8,587958.9,411993.94,245347140000.0,3.0684824,2.0179450511932373,0.84244883,406932.265625,471611.47,4.565820139103171,0.78148955
0.0,146.41667,17.667091,3.4,1053.5477,4.2507844,2.2295780181884766,1.831997,9.622916460037231,9.638206,5.779432705859438,0.2556818181818182,30691.373,794252.75,134012.73,61676.914,32906144000.0,6.605685,2.7565765380859375,1.3536065,87646.154296875,84249.81,4.150401703795624,0.62457794
0.0,664.51666,165.87555,135.86667,29615.773,-0.38383627,0.7379907965660095,1.03433,276.7833433151245,144.15314,6.495983336258853,0.05454545454545454,623969.2,18702340.0,3476274.5,1486400.1,21103888000000.0,2.9686995,2.0323486328125,1.3215001,1783391.59375,2391687.8,4.073150490427974,0.5578795
0.0,328.35,31.199924,5.0916667,3153.3975,7.1904516,2.578165054321289,1.7957528,30.725000470876694,17.642805,6.190427464600893,0.2409090909090909,59806.277,2061929.9,398280.53,298927.47,190388390000.0,7.291067,2.7760140895843506,1.0955473,287367.453125,300050.4,4.383477718071052,0.70256436
0.0,700.5,40.23987,4.2166667,8015.587,16.635084,3.5544707775115967,2.219574,15.050000190734863,18.357397,5.677166065642653,0.2535885167464115,157667.7,5211974.0,1084782.2,782559.4,1183691800000.0,5.618141,2.4391963481903076,1.0029441,731624.390625,823190.2,4.4385485416718105,0.71424484
0.0,346.31668,69.447174,63.283333,4541.489,1.8917398,1.1672178506851196,0.96744096,103.7999975681305,60.893105,6.647755480664644,0.10303030303030303,14080.414,2678281.5,511953.12,314529.7,345050220000.0,6.626959,2.6730194091796875,1.1473898,343621.671875,374474.1,4.321928713808333,0.6507304
0.0,353.81668,44.80606,12.916667,4566.886,3.0605965,1.8941692113876343,1.5046375,53.13333237171173,30.028303,6.4106368674612,0.1722488038277512,44275.227,2794176.2,508390.34,238297.03,425872400000.0,5.427185,2.508347272872925,1.2836376,295309.1796875,338180.0,4.181115702906645,0.61629325
0.0,277.58334,31.204338,9.174999,2492.7075,6.7038364,2.502237558364868,1.5966934,31.024999618530273,19.372679,6.634394378834604,0.128099173553719,46175.082,784455.1,237333.2,170364.11,37913530000.0,1.069984,1.4230796098709106,0.8204245,203882.875,204759.0,4.5391915449200555,0.7404876
0.0,437.65,59.453136,7.0666666,11925.94,2.1071825,1.8762738704681396,1.8312663,25.34999966621399,33.566418,5.615658028528555,0.09090909090909091,34582.754,7403106.0,1252589.9,449297.44,3291408000000.0,4.8458786,2.377983570098877,1.4483781,1117289.328125,782611.25,3.9162691998711443,0.43291673
0.0,539.81665,107.633934,30.633333,17602.121,0.06773615,1.0889899730682373,1.2288907,205.8999948501587,87.20225,6.290043735595784,0.11515151515151516,155944.06,19213598.0,2074908.5,606154.25,17725705000000.0,9.565691,3.266345739364624,2.0290968,1346851.28125,990179.44,3.444058174358984,0.3706357
0.0,284.5,41.375454,13.0,3557.2217,4.066978,2.040071725845337,1.4371188,49.79999899864197,28.585836,6.187270132587611,0.10303030303030303,49086.53,2495381.0,435800.03,197397.94,341762380000.0,5.3348303,2.49235200881958,1.3414512,381796.76171875,282407.25,4.103712793181229,0.5696608
0.0,392.9,30.759594,7.3166666,3647.6323,14.10157,3.495589256286621,1.957514,31.500001072883606,16.47293,5.767188907663754,0.12727272727272726,64649.996,1641120.0,493812.12,369553.44,153590780000.0,0.5374677,1.0957964658737183,0.793635,468374.15625,439841.88,4.533403066225082,0.7183532
0.0,297.28333,34.534748,14.383333,2770.0435,7.7955475,2.703275680541992,1.519382,23.250000476837158,22.30163,6.2718422913797935,0.07272727272727272,37527.88,1806306.6,327203.34,149847.98,204535640000.0,4.472074,2.400620698928833,1.3821869,146131.94921875,202414.5,4.067743535310003,0.57139164
0.0,394.43332,39.453793,4.1583333,5777.17,4.786648,2.2875401973724365,1.9221157,22.920833587646484,20.14479,5.93440915418537,0.3181818181818182,61614.66,3197221.0,635153.06,375804.16,526262080000.0,6.7800016,2.7721996307373047,1.1421487,270644.09375,450801.56,4.356116559925204,0.69947827
0.0,310.16666,42.929245,7.6666665,3772.6409,2.5095148,1.6586483716964722,1.4275135,71.80833435058594,30.782764,6.478522172165916,0.29545454545454547,23257.357,1854515.5,407007.8,259665.81,181338600000.0,3.7651563,2.125800609588623,1.0462667,214464.078125,309172.9,4.374116058869403,0.6702129
0.0,398.18332,43.717804,21.233334,5362.0596,7.77691,2.7778873443603516,1.6711606,45.05416488647461,24.859564,6.439392127049066,0.2863636363636364,60765.2,2583107.8,652222.8,459685.12,393627500000.0,3.0940022,2.0023956298828125,0.9619372,456234.984375,506775.75,4.450652284337073,0.7126712
0.0,1016.0333,48.96215,3.0,14837.312,15.581537,3.5077505111694336,2.4846663,13.5,15.732794,6.256313743425182,0.31313131313131315,362543.9,5692017.5,1348281.0,920323.56,1463605800000.0,3.757986,2.030071258544922,0.89728755,680850.46875,1089017.9,4.51248138758028,0.75314915
0.0,997.75,120.30939,13.983334,37548.934,5.6050377,2.2711777687072754,1.6057549,180.46666955947876,76.00325,5.949527290724958,0.09090909090909091,208693.6,25759750.0,4545159.0,2712316.5,32191880000000.0,7.2931824,2.7924747467041016,1.2483147,3652919.0,3264792.8,4.221302973692808,0.5974837
0.0,891.1,91.00873,13.616667,21064.852,7.524619,2.432027816772461,1.5904932,127.22500306367874,60.074722,6.138255202011631,0.18716577540106952,217519.31,16775131.0,2678754.5,1363818.0,12242896000000.0,7.4492083,2.758136034011841,1.3061985,2246505.71875,1830819.2,4.156031132320032,0.58419544
0.0,426.3,37.896465,4.0,5385.0903,8.55964,2.825394868850708,1.9327412,43.19166770577431,19.484432,6.319215952263299,0.1553030303030303,85931.945,2290429.5,500156.97,395663.16,225421120000.0,7.624551,2.861156463623047,0.9492727,231020.15625,394332.62,4.5226977467130824,0.7742913
0.0,866.36664,62.601624,19.7,14521.411,18.873585,4.035793304443359,1.9191052,59.71667003631592,34.918545,5.996397682450957,0.06666666666666667,167802.02,4966199.0,1685453.0,1145545.2,1718991800000.0,-0.26405263,0.9220482707023621,0.77789366,2008855.625,1529433.6,4.541739966620748,0.71893334
0.55,987.63336,160.43758,49.366665,49626.414,3.2099009,1.9181817770004272,1.3843002,210.90000343322754,111.41141,6.27843212508727,0.0,1266534.4,19143456.0,5726375.0,4842239.0,16722726000000.0,1.9880071,1.474746584892273,0.7141242,3955822.125,5112667.5,4.633817454096265,0.7949625
0.0,850.7,131.07242,18.083334,35431.1,1.2918367,1.5023332834243774,1.4317296,230.7333278656006,93.58222,6.099500637878484,0.06666666666666667,607004.4,29154724.0,4053342.8,2349853.5,38792644000000.0,9.475175,3.254950761795044,1.5366019,2185670.4375,2483455.2,4.035212352434411,0.59456563
3.0,862.45,110.38725,19.45,23773.205,2.48554,1.6137192249298096,1.3930304,194.1749987602234,81.62131,6.3597963266231545,0.0,457379.12,23622842.0,2996066.0,1378175.8,26932922000000.0,9.6900835,3.32452392578125,1.7321695,1709856.0,1683487.9,3.857013621123005,0.54678416
0.0,546.93335,76.245384,14.658333,14804.076,2.3646507,1.7996994256973267,1.5921642,86.26666831970215,49.123486,6.32242120329148,0.2909090909090909,191992.55,7376387.0,1497947.4,1040905.25,2459953800000.0,7.471162,2.8790557384490967,1.0470488,500105.8125,1116615.6,4.447045493606208,0.7388541
