minimum_time,maximum_time,mean_time,median_time,variance_time,kurtosis_time,skewness_time,coeff_of_var_time,iqr_time,trimmed_mean_time,entropy_time,proportion_of_zeros,minimum_freq,maximum_freq,mean_freq,median_freq,variance_freq,kurtosis_freq,skewness_freq,coeff_of_var_freq,iqr_freq,trimmed_mean_freq,entropy_freq,spectral_flatness
0.0,403.38333,50.18034,23.741667,4793.352,6.0198708,2.2926135063171387,1.3749055,57.7625013589859,35.359364,6.127823450707182,0.0625,36888.52,2567075.2,566942.25,168133.23,571858800000.0,1.1874661,1.581843614578247,1.3338457,577231.1171875,405120.8,3.931570537524122,0.42981026
0.0,693.56665,160.37653,96.85834,28786.158,0.5412178,1.1641435623168945,1.0547243,238.98332357406616,134.97664,6.6042481514217055,0.04819277108433735,316108.8,25312366.0,3618312.0,1701820.2,36164237000000.0,7.005394,2.8682615756988525,1.6620101,1458715.0625,1925777.8,3.832459155886045,0.5038563
0.0,1578.3667,504.31403,466.51666,160490.8,-0.75032234,0.42999324202537537,0.7920993,734.0250015258789,473.6574,6.92639543110554,0.04,1427738.8,137504200.0,18255572.0,9257409.0,1007598860000000.0,9.173212,3.2385969161987305,1.738795,10093456.5,10225901.0,3.8165793099956056,0.5107749
0.0,226.2,60.23989,50.483334,2112.999,0.26522803,0.7540470361709595,0.7603803,69.6791672706604,56.286095,6.7017939454520725,0.02112676056338028,27794.25,1774386.0,274184.22,154782.42,141405800000.0,7.9341784,2.914684295654297,1.3714854,162521.3359375,180681.06,4.130993288386561,0.6004062
0.0,777.2833,181.609,145.63333,30638.596,1.9307842,1.4187120199203491,0.9591323,224.03333854675293,154.40695,6.060923706450148,0.02912621359223301,67700.9,13254532.0,2440261.2,1607829.1,7078795000000.0,6.7080755,2.484031915664673,1.0902933,1695635.6875,1896236.5,4.334278749371728,0.63165665
1.1666666,1322.4,353.1024,268.38333,114320.39,0.3499999,1.0462154150009155,0.9545335,490.3666591644287,304.4218,6.652712321277284,0.0,1144521.0,132884280.0,14787005.0,4765480.5,831721900000000.0,8.987788,3.133197546005249,1.9503332,5506715.125,7212139.5,3.4971660332285164,0.38037345
0.2,1060.0333,253.90897,198.86667,46531.67,0.9358938,1.1099648475646973,0.8471335,314.04166412353516,227.86766,6.948483219618037,0.0,369962.8,26701044.0,5785826.0,3372776.0,35379440000000.0,4.223722,2.058509111404419,1.0280403,6504930.3125,4611338.5,4.356890203879279,0.6334282
0.05,1121.8167,324.03152,321.89166,64504.96,-0.7133429,0.3701355457305908,0.7815517,434.9583263397217,307.17773,6.920879070023244,0.0,639082.5,62656052.0,7527124.0,3766102.5,208263050000000.0,9.624705,3.336247444152832,1.9172425,3845022.0625,3786662.0,3.648208554688623,0.4566372
1.0666667,730.38336,189.4229,140.82501,31055.37,0.25467682,0.9834856390953064,0.927302,272.82501220703125,166.16971,6.636113231592187,0.0,290579.16,30144482.0,3711778.0,1376516.2,45030807000000.0,9.330048,3.2562153339385986,1.8078936,2042330.53125,1959246.2,3.747532803298779,0.49743265
0.0,1989.4333,372.12268,329.35,116128.97,2.5545173,1.221950650215149,0.9130678,527.3791589736938,332.23492,6.781660713763925,0.029411764705882353,2878429.5,87208020.0,15086190.0,9510871.0,382147570000000.0,8.463092,3.0772578716278076,1.2957941,7572182.75,10500830.0,4.2439418117473995,0.6664993
