minimum_time,maximum_time,mean_time,median_time,variance_time,kurtosis_time,skewness_time,coeff_of_var_time,iqr_time,trimmed_mean_time,entropy_time,proportion_of_zeros,minimum_freq,maximum_freq,mean_freq,median_freq,variance_freq,kurtosis_freq,skewness_freq,coeff_of_var_freq,iqr_freq,trimmed_mean_freq,entropy_freq,spectral_flatness
0.0,206.88333,31.202085,10.816667,1847.3535,3.1788616,1.8880876302719116,1.3735805,43.03333282470703,22.402582,6.378580064454739,0.10795454545454546,26411.332,1604733.0,231823.78,153508.08,124503890000.0,9.675677,3.332188367843628,1.522066,109418.60546875,145471.67,4.075883044324647,0.61765593
0.0,763.4167,99.33414,22.55,24427.914,2.9186769,1.9162651300430298,1.5686448,69.23333549499512,64.837715,6.053919489080116,0.048484848484848485,168178.42,20674940.0,2802954.2,966421.25,24492210000000.0,6.7462454,2.8228461742401123,1.765623,1712987.71875,1386958.1,3.689138955154719,0.44664678
0.0,502.31668,80.653885,12.491667,13918.217,2.0246053,1.6949118375778198,1.4585766,100.18333351612091,55.77793,6.18642552339681,0.07954545454545454,358417.78,10642263.0,1816527.5,848301.06,6152394400000.0,4.4758205,2.3436367511749268,1.3654635,845044.65625,1157846.5,4.076452617384476,0.57964164
0.0,532.35,71.43717,18.816668,10233.293,3.8243341,1.937888264656067,1.4117682,100.03333234786987,50.653263,6.197242076125405,0.11515151515151516,99221.35,8777046.0,1057295.2,454345.6,3581408400000.0,9.609805,3.2783749103546143,1.7899078,510392.140625,562444.94,3.76939217175886,0.506014
0.0,666.81665,115.1638,31.175,21796.447,1.5933037,1.4556585550308228,1.2787256,183.05000400543213,88.97552,6.555547492736252,0.14646464646464646,202931.92,17430294.0,2592331.8,1410706.8,14465662000000.0,9.185597,3.218165159225464,1.4671637,1269992.78125,1669024.1,4.095654613386582,0.6027939
0.0,410.4,63.30929,28.966667,6031.645,2.1320372,1.4590522050857544,1.223011,101.5999995470047,50.12669,6.337418141521703,0.10909090909090909,87259.12,3062951.8,586657.44,414053.06,427209460000.0,8.168524,2.9852828979492188,1.1141299,320942.40625,441025.72,4.391771022780022,0.71460944
0.0,786.5833,66.92273,18.5,14857.314,15.342382,3.6813459396362305,1.8158352,63.616665840148926,39.099754,6.024671798825866,0.05454545454545454,212722.55,6209454.5,1442894.1,1123917.9,1365036400000.0,7.3743324,2.5990700721740723,0.8097252,828198.65625,1226540.4,4.603953638481,0.79253495
0.0,499.56668,34.15731,3.0,6535.059,10.990091,3.2084760665893555,2.362976,10.933333396911621,12.09358,6.104569303892163,0.31347962382445144,121924.914,3524243.8,578767.44,349521.56,550014900000.0,9.3835335,3.2657439708709717,1.2813953,186326.640625,385957.6,4.298183786546921,0.7130314
0.0,282.03333,49.90051,20.716667,3704.0298,2.1697335,1.60580313205719,1.2159401,68.0833330154419,38.351376,6.432179340635055,0.06060606060606061,73687.64,2986653.0,441452.1,252338.22,419488500000.0,9.397961,3.25931715965271,1.4671565,261000.80859375,283044.06,4.109189527741547,0.6244193
0.0,237.5,69.45718,67.23333,2239.0312,1.3665142,0.8465050458908081,0.67919254,59.41666793823242,66.35276,7.002102111505912,0.05454545454545454,45859.945,1031538.0,242721.58,174579.84,47672620000.0,4.0759277,2.0796356201171875,0.8995517,129042.93359375,196656.77,4.505314491366288,0.73688835
