minimum_time,maximum_time,mean_time,median_time,variance_time,kurtosis_time,skewness_time,coeff_of_var_time,iqr_time,trimmed_mean_time,entropy_time,proportion_of_zeros,minimum_freq,maximum_freq,mean_freq,median_freq,variance_freq,kurtosis_freq,skewness_freq,coeff_of_var_freq,iqr_freq,trimmed_mean_freq,entropy_freq,spectral_flatness
0.0,336.93332,38.376526,15.191667,2934.448,9.030651,2.625676393508911,1.4056604,45.41250002384186,27.653124,5.864101153023532,0.08333333333333333,131364.72,853766.8,403343.72,390986.0,41053540000.0,-0.94289684,0.41214969754219055,0.5023426,341686.21875,388518.44,4.770824944177823,0.8705282
0.0,100.88333,18.136642,11.475,450.91336,2.0978966,1.5264757871627808,1.1665063,25.495833337306976,14.494092,6.179983965757601,0.15441176470588236,9663.555,134297.67,56128.402,47295.77,1087789600.0,-0.22413301,0.7846214771270752,0.58761084,39426.9833984375,52918.17,4.711635890423347,0.827001
0.0,305.5,41.44007,8.941668,3536.9065,2.9533935,1.7287412881851196,1.429138,70.94166854023933,29.920746,5.649878171095409,0.11666666666666667,5375.822,2100076.5,328888.34,165687.88,233891580000.0,6.1829967,2.6229779720306396,1.4704789,294871.029296875,204649.14,3.9418597673936313,0.45626953
0.0,55.616665,8.545834,7.5,56.56832,12.481278,2.7110581398010254,0.8764256,7.0499995946884155,7.5420136,6.441910161892755,0.058333333333333334,750.49084,20966.52,8017.4473,6801.3774,18970960.0,1.4749179,1.12856924533844,0.543261,5745.795166015625,7527.8145,4.751735408134902,0.8506287
0.0,294.48334,21.77125,15.366667,1151.1655,39.337345,5.708006858825684,1.5519167,20.141667366027832,16.51736,6.023411681785834,0.1,7027.216,107860.33,36969.15,28360.229,534120160.0,0.8121271,1.042784571647644,0.62514395,31936.0439453125,34652.43,4.689120293791174,0.8175587
0.0,371.18332,53.783264,18.7,6770.192,3.5814986,2.0488390922546387,1.523478,41.10416519641876,35.416058,5.676027715076797,0.058333333333333334,27830.328,1873537.8,748619.44,553948.9,304281680000.0,-0.8817134,0.6163510680198669,0.7368461,924601.359375,702050.94,4.553646202802615,0.6871099
0.0,222.88333,20.76653,3.7083333,1553.4995,7.499486,2.657534122467041,1.8900552,14.033333539962769,10.9376745,5.247981740132824,0.11666666666666667,15638.508,400104.62,143512.03,126069.31,8784444000.0,-0.0056858063,0.7752769589424133,0.6530837,131020.05859375,135421.6,4.647270664866109,0.76925373
0.0,135.83333,10.718555,2.5666666,573.63336,11.523211,3.3428831100463867,2.2257574,6.887499928474426,4.428446,5.089648476744576,0.3046875,6149.7554,223762.0,63442.16,43537.617,3224128800.0,2.7047887,1.8720065355300903,0.8950107,38607.0126953125,51305.09,4.4936878069015425,0.71360606
0.0,664.51666,162.07266,118.816666,29650.14,-0.31933832,0.7768550515174866,1.0580019,272.2000116109848,139.75208,6.003793339614073,0.075,131515.17,14974827.0,3622930.5,1306279.9,18226360000000.0,0.5362022,1.391710877418518,1.1783924,4226350.375,2843709.8,4.123893801902346,0.5166645
0.0,266.4,28.81635,4.7166667,2559.3582,5.654586,2.3548741340637207,1.750109,33.14999980479479,16.753777,5.743219550178023,0.25,35363.164,1749423.9,355160.1,224953.4,118671400000.0,6.5648184,2.467430353164673,0.96994895,219258.640625,283823.44,4.459659164381567,0.71448547
0.0,421.98334,32.855263,4.633333,4890.474,10.432745,3.02695894241333,2.1214716,14.195832967758179,15.227731,5.2976119528020975,0.2631578947368421,53337.082,3758239.5,658169.4,360866.56,696065100000.0,5.079256,2.3734381198883057,1.2676147,467297.8515625,449412.47,4.152822430507354,0.5666473
